Quarter,Representative,PartyName,Party,Ticker,Transaction,StandardizedTransaction,TradeAmount_UpperRange_$,Range,Date,TransactionDate,PriceChange,SPYChange,BioGuideID,ReportDate,House,Amount,last_modified,TickerType,Description,ExcessReturn
2025-Q1,April Mcclain Delaney,Democrats,D,TPX,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-21,2025-02-21,,,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,
2025-Q1,April Mcclain Delaney,Democrats,D,AOS,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-18,2025-02-18,1.18685331710286,-7.4780814853017,M001232,2025-03-20,Representatives,15001.0,2025-03-21,ST,,8.66493480240456
2025-Q1,April Mcclain Delaney,Democrats,D,CACI,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-18,2025-02-18,7.95541664209472,-7.4780814853017,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,15.4334981273964
2025-Q1,April Mcclain Delaney,Democrats,D,LH,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-17,2025-02-17,-4.90478703966868,-7.4780814853017,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,2.57329444563302
2025-Q1,April Mcclain Delaney,Democrats,D,TPX,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-17,2025-02-17,,,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,
2025-Q1,April Mcclain Delaney,Democrats,D,FBIN,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-17,2025-02-17,-8.69056327724945,-7.4780814853017,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,-1.21248179194775
2025-Q1,April Mcclain Delaney,Democrats,D,ENTG,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-17,2025-02-17,-10.3303862261517,-7.4780814853017,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,-2.85230474085001
2025-Q1,April Mcclain Delaney,Democrats,D,VIK,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-17,2025-02-17,-22.6615236258438,-7.4780814853017,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,-15.1834421405421
2025-Q1,April Mcclain Delaney,Democrats,D,TPX,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-16,2025-02-16,,,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,
2025-Q1,April Mcclain Delaney,Democrats,D,TPX,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-15,2025-02-15,,,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,
2025-Q1,April Mcclain Delaney,Democrats,D,LYV,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-14,2025-02-14,-19.9661810613944,-7.21075817296546,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,-12.7554228884289
2025-Q1,April Mcclain Delaney,Democrats,D,TRMB,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-10,2025-02-10,-5.1371705217859,-6.45329497437741,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,1.31612445259152
2025-Q1,April Mcclain Delaney,Democrats,D,CLH,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-10,2025-02-10,-16.6716158316718,-6.45329497437741,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,-10.2183208572944
2025-Q1,April Mcclain Delaney,Democrats,D,BRO,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-10,2025-02-10,8.82379946745019,-6.45329497437741,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,15.2770944418276
2025-Q1,April Mcclain Delaney,Democrats,D,TSCO,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-09,2025-02-09,-3.61932757670402,-6.45329497437741,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,2.83396739767339
2025-Q1,April Mcclain Delaney,Democrats,D,PAYX,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-09,2025-02-09,-2.71410108155906,-6.45329497437741,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,3.73919389281835
2025-Q1,April Mcclain Delaney,Democrats,D,FBIN,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-08,2025-02-08,-8.95696571845368,-6.45329497437741,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,-2.50367074407627
2025-Q1,April Mcclain Delaney,Democrats,D,LH,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-08,2025-02-08,-4.43528643708177,-6.45329497437741,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,2.01800853729564
2025-Q1,April Mcclain Delaney,Democrats,D,CNM,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-08,2025-02-08,-11.7550274223035,-6.45329497437741,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,-5.30173244792606
2025-Q1,April Mcclain Delaney,Democrats,D,CLH,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-07,2025-02-07,-16.1880786790118,-5.78413618254257,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,-10.4039424964692
2025-Q1,April Mcclain Delaney,Democrats,D,BRO,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-06,2025-02-06,9.97494664563422,-6.69990315985797,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,16.6748498054922
2025-Q1,April Mcclain Delaney,Democrats,D,CPAY,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-06,2025-02-06,-11.0024387113336,-6.69990315985797,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,-4.30253555147562
2025-Q1,April Mcclain Delaney,Democrats,D,BRO,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-05,2025-02-05,10.9841745481787,-6.36406176883482,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,17.3482363170135
2025-Q1,April Mcclain Delaney,Democrats,D,LH,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-05,2025-02-05,-6.3122524900996,-6.36406176883482,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,0.051809278735214
2025-Q1,April Mcclain Delaney,Democrats,D,PAYX,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-05,2025-02-05,-5.20315503413534,-6.36406176883482,M001232,2025-03-20,Representatives,1001.0,2025-03-21,ST,,1.16090673469947
2025-Q1,Tina Smith,Democrats,D,GIS,Sale (Full),Sale,250000.0,"$100,001 - $250,000",2025-02-11,2025-02-11,-1.19629317607414,-6.53732147669092,S001203,2025-03-19,Senate,100001.0,2025-03-19,Stock,,5.34102830061678
2025-Q1,Tina Smith,Democrats,D,PEP,Sale (Full),Sale,250000.0,"$100,001 - $250,000",2025-02-11,2025-02-11,-0.130458665201866,-6.53732147669092,S001203,2025-03-19,Senate,100001.0,2025-03-19,Stock,,6.40686281148905
2025-Q1,Marjorie Taylor Greene,Republicans,R,AAPL,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-17,2025-03-17,1.99532710280374,-0.220555800617552,G000596,2025-03-19,Representatives,1001.0,2025-03-20,ST,,2.2158829034213
2025-Q1,Marjorie Taylor Greene,Republicans,R,CAH,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-17,2025-03-17,1.43043912943166,-0.220555800617552,G000596,2025-03-19,Representatives,1001.0,2025-03-20,ST,,1.65099493004921
2025-Q1,Marjorie Taylor Greene,Republicans,R,CAT,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-17,2025-03-17,-2.00210133084287,-0.220555800617552,G000596,2025-03-19,Representatives,1001.0,2025-03-20,ST,,-1.78154553022532
2025-Q1,Marjorie Taylor Greene,Republicans,R,GOOG,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-17,2025-03-17,-0.192111424626279,-0.220555800617552,G000596,2025-03-19,Representatives,1001.0,2025-03-20,ST,,0.0284443759912728
2025-Q1,Marjorie Taylor Greene,Republicans,R,ABBV,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-17,2025-03-17,-2.0795449246981,-0.220555800617552,G000596,2025-03-19,Representatives,1001.0,2025-03-20,ST,,-1.85898912408054
2025-Q1,Marjorie Taylor Greene,Republicans,R,UPS,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-17,2025-03-17,-2.50719972895139,-0.220555800617552,G000596,2025-03-19,Representatives,1001.0,2025-03-20,ST,,-2.28664392833384
2025-Q1,Marjorie Taylor Greene,Republicans,R,BX,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-17,2025-03-17,0.345107592367026,-0.220555800617552,G000596,2025-03-19,Representatives,1001.0,2025-03-20,ST,,0.565663392984578
2025-Q1,Marjorie Taylor Greene,Republicans,R,DLR,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-17,2025-03-17,-0.968060586104708,-0.220555800617552,G000596,2025-03-19,Representatives,1001.0,2025-03-20,ST,,-0.747504785487156
2025-Q1,Marjorie Taylor Greene,Republicans,R,KMI,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-17,2025-03-17,0.503778337531488,-0.220555800617552,G000596,2025-03-19,Representatives,1001.0,2025-03-20,ST,,0.72433413814904
2025-Q1,Marjorie Taylor Greene,Republicans,R,NVDA,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-17,2025-03-17,-1.53099640257676,-0.220555800617552,G000596,2025-03-19,Representatives,1001.0,2025-03-20,ST,,-1.31044060195921
2025-Q1,Marjorie Taylor Greene,Republicans,R,AMAT,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-17,2025-03-17,-2.14846262704233,-0.220555800617552,G000596,2025-03-19,Representatives,1001.0,2025-03-20,ST,,-1.92790682642478
2025-Q1,Scott Scott Franklin,Republicans,R,AMZN,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-26,2025-02-26,-8.46279449498483,-4.84499314128944,F000472,2025-03-18,Representatives,1001.0,2025-03-19,ST,,-3.61780135369539
2025-Q1,Scott Scott Franklin,Republicans,R,AMZN,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-26,2025-02-26,-8.46279449498483,-4.84499314128944,F000472,2025-03-18,Representatives,1001.0,2025-03-19,ST,,-3.61780135369539
2025-Q1,Scott Scott Franklin,Republicans,R,AMZN,Purchase,Purchase,100000.0,"$50,001 - $100,000",2025-02-26,2025-02-26,-8.46279449498483,-4.84499314128944,F000472,2025-03-18,Representatives,50001.0,2025-03-19,ST,,-3.61780135369539
2025-Q1,Scott Scott Franklin,Republicans,R,LMT,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-18,2025-02-18,2.60419097400475,-7.4780814853017,F000472,2025-03-18,Representatives,1001.0,2025-03-19,ST,,10.0822724593064
2025-Q1,Scott Scott Franklin,Republicans,R,LMT,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-18,2025-02-18,2.60419097400475,-7.4780814853017,F000472,2025-03-18,Representatives,1001.0,2025-03-19,ST,,10.0822724593064
2025-Q1,Scott Scott Franklin,Republicans,R,LMT,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-18,2025-02-18,2.60419097400475,-7.4780814853017,F000472,2025-03-18,Representatives,15001.0,2025-03-19,ST,,10.0822724593064
2025-Q1,Scott Scott Franklin,Republicans,R,COST,Sale,Sale,100000.0,"$50,001 - $100,000",2025-01-28,2025-01-28,-5.15401545891704,-6.40280651254835,F000472,2025-03-18,Representatives,50001.0,2025-03-19,ST,,1.24879105363132
2025-Q1,Scott Scott Franklin,Republicans,R,COST,Sale,Sale,15000.0,"$1,001 - $15,000",2025-01-28,2025-01-28,-5.15401545891704,-6.40280651254835,F000472,2025-03-18,Representatives,1001.0,2025-03-19,ST,,1.24879105363132
2025-Q1,Scott Scott Franklin,Republicans,R,COST,Sale,Sale,15000.0,"$1,001 - $15,000",2025-01-28,2025-01-28,-5.15401545891704,-6.40280651254835,F000472,2025-03-18,Representatives,1001.0,2025-03-19,ST,,1.24879105363132
2025-Q1,Susie Lee,Democrats,D,FLL,Sale,Sale,50000.0,"$15,001 - $50,000",2025-03-12,2025-03-12,1.18203309692671,1.26518218623482,L000590,2025-03-14,Representatives,15001.0,2025-03-17,ST,,-0.0831490893081082
2025-Q1,Thomas H. Kean Jr,Republicans,R,AMZN,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-26,2025-02-26,-8.46279449498483,-4.84499314128944,K000398,2025-03-14,Representatives,1001.0,2025-03-14,ST,,-3.61780135369539
2025-Q1,Thomas H. Kean Jr,Republicans,R,SYK,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-26,2025-02-26,-5.26624802164701,-4.84499314128944,K000398,2025-03-14,Representatives,15001.0,2025-03-14,ST,,-0.42125488035757
2025-Q1,Susie Lee,Democrats,D,FLL,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-15.0793650793651,-5.25913246166733,L000590,2025-03-14,Representatives,15001.0,2025-03-17,ST,,-9.82023261769774
2025-Q1,Susie Lee,Democrats,D,FLL,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-21,2025-02-21,-19.6998123827392,-5.70729497054826,L000590,2025-03-14,Representatives,15001.0,2025-03-17,ST,,-13.992517412191
2025-Q1,Susie Lee,Democrats,D,FLL,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-13,2025-02-13,-21.0332103321033,-7.20744823158007,L000590,2025-03-14,Representatives,15001.0,2025-03-17,ST,,-13.8257621005232
2025-Q1,Thomas H. Kean Jr,Republicans,R,MAGN,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-18.456817185445,-6.22735711324597,K000398,2025-03-14,Representatives,1001.0,2025-03-14,ST,,-12.229460072199
2025-Q1,Thomas H. Kean Jr,Republicans,R,PRNDY,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-07,2025-02-07,-1.15606936416186,-5.78413618254257,K000398,2025-03-14,Representatives,1001.0,2025-03-14,ST,,4.62806681838071
2025-Q1,Thomas H. Kean Jr,Republicans,R,MDLZ,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-07,2025-02-07,10.3678357570573,-5.78413618254257,K000398,2025-03-14,Representatives,1001.0,2025-03-14,ST,,16.1519719395999
2025-Q1,Cleo Fields,Democrats,D,NVDA,Sale,Sale,1000000.0,"$500,001 - $1,000,000",2025-02-05,2025-02-05,-5.7117680044861,-6.36406176883482,F000110,2025-03-14,Representatives,500001.0,2025-03-17,ST,,0.652293764348721
2025-Q1,A. Mitchell Jr. McConnell,Republicans,R,WFC,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-03,2025-03-03,-5.85486174217838,-3.10288311107799,M000355,2025-03-12,Senate,1001.0,2025-03-13,Stock,,-2.75197863110038
2025-Q1,Julie Johnson,Democrats,D,NSC,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-25,2025-02-25,-5.44675642594859,-4.78578356911476,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-0.660972856833826
2025-Q1,Julie Johnson,Democrats,D,UNP,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-25,2025-02-25,-4.88429785676522,-4.78578356911476,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-0.0985142876504534
2025-Q1,Julie Johnson,Democrats,D,BLK,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-24,2025-02-24,-0.112300587741387,-5.25913246166733,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,5.14683187392595
2025-Q1,Julie Johnson,Democrats,D,GS,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-24,2025-02-24,-9.74223017216597,-5.25913246166733,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-4.48309771049864
2025-Q1,Julie Johnson,Democrats,D,PNC,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-24,2025-02-24,-7.1405648267009,-5.25913246166733,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-1.88143236503356
2025-Q1,Julie Johnson,Democrats,D,PGR,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-24,2025-02-24,0.0843634229541937,-5.25913246166733,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,5.34349588462153
2025-Q1,Julie Johnson,Democrats,D,BK,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-24,2025-02-24,-5.06760595386889,-5.25913246166733,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,0.191526507798446
2025-Q1,Julie Johnson,Democrats,D,COF,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-24,2025-02-24,-12.5550220088035,-5.25913246166733,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-7.29588954713619
2025-Q1,Julie Johnson,Democrats,D,COF,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-14,2025-02-14,-13.5239414325287,-7.21075817296546,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-6.31318325956323
2025-Q1,Julie Johnson,Democrats,D,CB,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-14,2025-02-14,10.1731438076516,-7.21075817296546,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,17.3839019806171
2025-Q1,Julie Johnson,Democrats,D,BK,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-14,2025-02-14,-4.88387978142077,-7.21075817296546,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,2.32687839154469
2025-Q1,Julie Johnson,Democrats,D,RTX,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-14,2025-02-14,8.13659014786374,-7.21075817296546,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,15.3473483208292
2025-Q1,Julie Johnson,Democrats,D,PGR,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-14,2025-02-14,3.9070830159939,-7.21075817296546,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,11.1178411889594
2025-Q1,Julie Johnson,Democrats,D,WFC,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-8.49211356466878,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-2.26475645142281
2025-Q1,Julie Johnson,Democrats,D,TER,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-21.54384077461,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-15.316483661364
2025-Q1,Julie Johnson,Democrats,D,EL,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-3.01318267419962,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,3.21417443904635
2025-Q1,Julie Johnson,Democrats,D,TSLA,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-12,2025-02-12,-26.0913494398383,-6.22735711324597,J000310,2025-03-12,Representatives,15001.0,2025-03-13,ST,,-19.8639923265924
2025-Q1,Julie Johnson,Democrats,D,AES,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,29.3359762140734,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,35.5633333273193
2025-Q1,Julie Johnson,Democrats,D,HII,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,23.2307786408955,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,29.4581357541414
2025-Q1,Julie Johnson,Democrats,D,BA,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-4.37046979865771,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,1.85688731458826
2025-Q1,Julie Johnson,Democrats,D,VST,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-21.6253526198908,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-15.3979955066448
2025-Q1,Julie Johnson,Democrats,D,BWA,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-0.657667012807204,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,5.56969010043876
2025-Q1,Julie Johnson,Democrats,D,ON,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-12.5449460647223,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-6.31758895147637
2025-Q1,Julie Johnson,Democrats,D,ALB,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,1.25326370757181,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,7.48062082081778
2025-Q1,Julie Johnson,Democrats,D,WBA,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,17.2122492080253,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,23.4396063212713
2025-Q1,Julie Johnson,Democrats,D,APTV,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-4.58365164247517,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,1.6437054707708
2025-Q1,Julie Johnson,Democrats,D,PYPL,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-7.97167955945981,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-1.74432244621384
2025-Q1,Julie Johnson,Democrats,D,PLTR,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-22.5146946077179,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-16.2873374944719
2025-Q1,Julie Johnson,Democrats,D,F,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,8.34236186348862,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,14.5697189767346
2025-Q1,Julie Johnson,Democrats,D,FCX,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,6.03266596417281,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,12.2600230774188
2025-Q1,Julie Johnson,Democrats,D,EIX,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,10.4214123006834,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,16.6487694139293
2025-Q1,Julie Johnson,Democrats,D,CEG,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-29.1013384321224,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-22.8739813188764
2025-Q1,Julie Johnson,Democrats,D,ETN,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-4.65986833613011,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,1.56748877711585
2025-Q1,Julie Johnson,Democrats,D,ENPH,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,0.687172774869113,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,6.91452988811508
2025-Q1,Julie Johnson,Democrats,D,PFE,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,3.18021201413428,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,9.40756912738025
2025-Q1,Julie Johnson,Democrats,D,MKTX,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,12.4202996215852,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,18.6476567348312
2025-Q1,Julie Johnson,Democrats,D,ANET,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-24.1791317037578,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-17.9517745905118
2025-Q1,Julie Johnson,Democrats,D,JNPR,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-0.825309491059159,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,5.40204762218681
2025-Q1,Julie Johnson,Democrats,D,REGN,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-12,2025-02-12,-0.810411833820383,-6.22735711324597,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,5.41694527942559
